ID	name	lat	lon
1010001260	grid_-10.0_126.0	-10.000	126.000
1010001420	grid_-10.0_142.0	-10.000	142.000
1010001440	grid_-10.0_144.0	-10.000	144.000
1010001480	grid_-10.0_148.0	-10.000	148.000
1010001500	grid_-10.0_150.0	-10.000	150.000
1010001600	grid_-10.0_160.0	-10.000	160.000
1010001620	grid_-10.0_162.0	-10.000	162.000
1010002820	grid_-10.0_282.0	-10.000	-78.000
1010003220	grid_-10.0_322.0	-10.000	-38.000
1010003240	grid_-10.0_324.0	-10.000	-36.000
1010200140	grid_-12.0_14.0	-12.000	14.000
1010200340	grid_-12.0_34.0	-12.000	34.000
1010200360	grid_-12.0_36.0	-12.000	36.000
1010200400	grid_-12.0_40.0	-12.000	40.000
1010200480	grid_-12.0_48.0	-12.000	48.000
1010200500	grid_-12.0_50.0	-12.000	50.000
1010201300	grid_-12.0_130.0	-12.000	130.000
1010201320	grid_-12.0_132.0	-12.000	132.000
1010201340	grid_-12.0_134.0	-12.000	134.000
1010201360	grid_-12.0_136.0	-12.000	136.000
1010201380	grid_-12.0_138.0	-12.000	138.000
1010201420	grid_-12.0_142.0	-12.000	142.000
1010201440	grid_-12.0_144.0	-12.000	144.000
1010202820	grid_-12.0_282.0	-12.000	-78.000
1010202840	grid_-12.0_284.0	-12.000	-76.000
1010203220	grid_-12.0_322.0	-12.000	-38.000
1010400120	grid_-14.0_12.0	-14.000	12.000
1010400340	grid_-14.0_34.0	-14.000	34.000
1010400360	grid_-14.0_36.0	-14.000	36.000
1010400400	grid_-14.0_40.0	-14.000	40.000
1010400480	grid_-14.0_48.0	-14.000	48.000
1010400500	grid_-14.0_50.0	-14.000	50.000
1010401260	grid_-14.0_126.0	-14.000	126.000
1010401280	grid_-14.0_128.0	-14.000	128.000
1010401300	grid_-14.0_130.0	-14.000	130.000
1010401360	grid_-14.0_136.0	-14.000	136.000
1010401420	grid_-14.0_142.0	-14.000	142.000
1010401440	grid_-14.0_144.0	-14.000	144.000
1010401460	grid_-14.0_146.0	-14.000	146.000
1010401660	grid_-14.0_166.0	-14.000	166.000
1010401680	grid_-14.0_168.0	-14.000	168.000
1010402840	grid_-14.0_284.0	-14.000	-76.000
1010403200	grid_-14.0_320.0	-14.000	-40.000
1010403220	grid_-14.0_322.0	-14.000	-38.000
1010600120	grid_-16.0_12.0	-16.000	12.000
1010600400	grid_-16.0_40.0	-16.000	40.000
1010600440	grid_-16.0_44.0	-16.000	44.000
1010600460	grid_-16.0_46.0	-16.000	46.000
1010600500	grid_-16.0_50.0	-16.000	50.000
1010601240	grid_-16.0_124.0	-16.000	124.000
1010601260	grid_-16.0_126.0	-16.000	126.000
1010601280	grid_-16.0_128.0	-16.000	128.000
1010601300	grid_-16.0_130.0	-16.000	130.000
1010601360	grid_-16.0_136.0	-16.000	136.000
1010601380	grid_-16.0_138.0	-16.000	138.000
1010601420	grid_-16.0_142.0	-16.000	142.000
1010601460	grid_-16.0_146.0	-16.000	146.000
1010601660	grid_-16.0_166.0	-16.000	166.000
1010601680	grid_-16.0_168.0	-16.000	168.000
1010601780	grid_-16.0_178.0	-16.000	178.000
1010601800	grid_-16.0_180.0	-16.000	180.000
1010602840	grid_-16.0_284.0	-16.000	-76.000
1010602860	grid_-16.0_286.0	-16.000	-74.000
1010602880	grid_-16.0_288.0	-16.000	-72.000
1010603200	grid_-16.0_320.0	-16.000	-40.000
1010603220	grid_-16.0_322.0	-16.000	-38.000
1010800120	grid_-18.0_12.0	-18.000	12.000
1010800360	grid_-18.0_36.0	-18.000	36.000
1010800380	grid_-18.0_38.0	-18.000	38.000
1010800440	grid_-18.0_44.0	-18.000	44.000
1010800500	grid_-18.0_50.0	-18.000	50.000
1010801220	grid_-18.0_122.0	-18.000	122.000
1010801240	grid_-18.0_124.0	-18.000	124.000
1010801400	grid_-18.0_140.0	-18.000	140.000
1010801420	grid_-18.0_142.0	-18.000	142.000
1010801460	grid_-18.0_146.0	-18.000	146.000
1010801780	grid_-18.0_178.0	-18.000	178.000
1010802100	grid_-18.0_210.0	-18.000	-150.000
1010802880	grid_-18.0_288.0	-18.000	-72.000
1010802900	grid_-18.0_290.0	-18.000	-70.000
1010803200	grid_-18.0_320.0	-18.000	-40.000
1011000120	grid_-20.0_12.0	-20.000	12.000
1011000140	grid_-20.0_14.0	-20.000	14.000
1011000340	grid_-20.0_34.0	-20.000	34.000
1011000360	grid_-20.0_36.0	-20.000	36.000
1011000440	grid_-20.0_44.0	-20.000	44.000
1011000480	grid_-20.0_48.0	-20.000	48.000
1011000500	grid_-20.0_50.0	-20.000	50.000
1011000560	grid_-20.0_56.0	-20.000	56.000
1011000580	grid_-20.0_58.0	-20.000	58.000
1011001160	grid_-20.0_116.0	-20.000	116.000
1011001180	grid_-20.0_118.0	-20.000	118.000
1011001200	grid_-20.0_120.0	-20.000	120.000
1011001220	grid_-20.0_122.0	-20.000	122.000
1011001460	grid_-20.0_146.0	-20.000	146.000
1011001480	grid_-20.0_148.0	-20.000	148.000
1011001640	grid_-20.0_164.0	-20.000	164.000
1011001660	grid_-20.0_166.0	-20.000	166.000
1011002900	grid_-20.0_290.0	-20.000	-70.000
1011003200	grid_-20.0_320.0	-20.000	-40.000
1011200140	grid_-22.0_14.0	-22.000	14.000
1011200360	grid_-22.0_36.0	-22.000	36.000
1011200440	grid_-22.0_44.0	-22.000	44.000
1011200480	grid_-22.0_48.0	-22.000	48.000
1011200560	grid_-22.0_56.0	-22.000	56.000
1011201140	grid_-22.0_114.0	-22.000	114.000
1011201160	grid_-22.0_116.0	-22.000	116.000
1011201500	grid_-22.0_150.0	-22.000	150.000
1011201640	grid_-22.0_164.0	-22.000	164.000
1011201660	grid_-22.0_166.0	-22.000	166.000
1011201680	grid_-22.0_168.0	-22.000	168.000
1011202900	grid_-22.0_290.0	-22.000	-70.000
1011203160	grid_-22.0_316.0	-22.000	-44.000
1011203180	grid_-22.0_318.0	-22.000	-42.000
1011203200	grid_-22.0_320.0	-22.000	-40.000
1011400140	grid_-24.0_14.0	-24.000	14.000
1011400340	grid_-24.0_34.0	-24.000	34.000
1011400360	grid_-24.0_36.0	-24.000	36.000
1011400440	grid_-24.0_44.0	-24.000	44.000
1011400480	grid_-24.0_48.0	-24.000	48.000
1011401140	grid_-24.0_114.0	-24.000	114.000
1011401500	grid_-24.0_150.0	-24.000	150.000
1011401520	grid_-24.0_152.0	-24.000	152.000
1011402900	grid_-24.0_290.0	-24.000	-70.000
1011403120	grid_-24.0_312.0	-24.000	-48.000
1011403140	grid_-24.0_314.0	-24.000	-46.000
1011403160	grid_-24.0_316.0	-24.000	-44.000
1011600140	grid_-26.0_14.0	-26.000	14.000
1011600160	grid_-26.0_16.0	-26.000	16.000
1011600320	grid_-26.0_32.0	-26.000	32.000
1011600340	grid_-26.0_34.0	-26.000	34.000
1011600440	grid_-26.0_44.0	-26.000	44.000
1011600460	grid_-26.0_46.0	-26.000	46.000
1011601140	grid_-26.0_114.0	-26.000	114.000
1011601520	grid_-26.0_152.0	-26.000	152.000
1011601540	grid_-26.0_154.0	-26.000	154.000
1011602900	grid_-26.0_290.0	-26.000	-70.000
1011603120	grid_-26.0_312.0	-26.000	-48.000
1011800160	grid_-28.0_16.0	-28.000	16.000
1011800320	grid_-28.0_32.0	-28.000	32.000
1011801140	grid_-28.0_114.0	-28.000	114.000
1011801540	grid_-28.0_154.0	-28.000	154.000
1011802880	grid_-28.0_288.0	-28.000	-72.000
1011802900	grid_-28.0_290.0	-28.000	-70.000
1011803100	grid_-28.0_310.0	-28.000	-50.000
1011803120	grid_-28.0_312.0	-28.000	-48.000
1012000160	grid_-30.0_16.0	-30.000	16.000
1012000180	grid_-30.0_18.0	-30.000	18.000
1012000300	grid_-30.0_30.0	-30.000	30.000
1012000320	grid_-30.0_32.0	-30.000	32.000
1012001140	grid_-30.0_114.0	-30.000	114.000
1012001160	grid_-30.0_116.0	-30.000	116.000
1012001540	grid_-30.0_154.0	-30.000	154.000
1012002880	grid_-30.0_288.0	-30.000	-72.000
1012003100	grid_-30.0_310.0	-30.000	-50.000
1012200180	grid_-32.0_18.0	-32.000	18.000
1012200280	grid_-32.0_28.0	-32.000	28.000
1012200300	grid_-32.0_30.0	-32.000	30.000
1012201160	grid_-32.0_116.0	-32.000	116.000
1012201240	grid_-32.0_124.0	-32.000	124.000
1012201260	grid_-32.0_126.0	-32.000	126.000
1012201280	grid_-32.0_128.0	-32.000	128.000
1012201300	grid_-32.0_130.0	-32.000	130.000
1012201320	grid_-32.0_132.0	-32.000	132.000
1012201340	grid_-32.0_134.0	-32.000	134.000
1012201380	grid_-32.0_138.0	-32.000	138.000
1012201520	grid_-32.0_152.0	-32.000	152.000
1012201540	grid_-32.0_154.0	-32.000	154.000
1012202880	grid_-32.0_288.0	-32.000	-72.000
1012203080	grid_-32.0_308.0	-32.000	-52.000
1012203100	grid_-32.0_310.0	-32.000	-50.000
1012400180	grid_-34.0_18.0	-34.000	18.000
1012400200	grid_-34.0_20.0	-34.000	20.000
1012400220	grid_-34.0_22.0	-34.000	22.000
1012400240	grid_-34.0_24.0	-34.000	24.000
1012400260	grid_-34.0_26.0	-34.000	26.000
1012400280	grid_-34.0_28.0	-34.000	28.000
1012401160	grid_-34.0_116.0	-34.000	116.000
1012401180	grid_-34.0_118.0	-34.000	118.000
1012401200	grid_-34.0_120.0	-34.000	120.000
1012401220	grid_-34.0_122.0	-34.000	122.000
1012401240	grid_-34.0_124.0	-34.000	124.000
1012401340	grid_-34.0_134.0	-34.000	134.000
1012401360	grid_-34.0_136.0	-34.000	136.000
1012401380	grid_-34.0_138.0	-34.000	138.000
1012401500	grid_-34.0_150.0	-34.000	150.000
1012401520	grid_-34.0_152.0	-34.000	152.000
1012401720	grid_-34.0_172.0	-34.000	172.000
1012401740	grid_-34.0_174.0	-34.000	174.000
1012402880	grid_-34.0_288.0	-34.000	-72.000
1012403020	grid_-34.0_302.0	-34.000	-58.000
1012403040	grid_-34.0_304.0	-34.000	-56.000
1012403060	grid_-34.0_306.0	-34.000	-54.000
1012403080	grid_-34.0_308.0	-34.000	-52.000
1012601160	grid_-36.0_116.0	-36.000	116.000
1012601180	grid_-36.0_118.0	-36.000	118.000
1012601360	grid_-36.0_136.0	-36.000	136.000
1012601380	grid_-36.0_138.0	-36.000	138.000
1012601400	grid_-36.0_140.0	-36.000	140.000
1012601500	grid_-36.0_150.0	-36.000	150.000
1012601740	grid_-36.0_174.0	-36.000	174.000
1012601760	grid_-36.0_176.0	-36.000	176.000
1012602860	grid_-36.0_286.0	-36.000	-74.000
1012602880	grid_-36.0_288.0	-36.000	-72.000
1012603020	grid_-36.0_302.0	-36.000	-58.000
1012603040	grid_-36.0_304.0	-36.000	-56.000
1012801400	grid_-38.0_140.0	-38.000	140.000
1012801420	grid_-38.0_142.0	-38.000	142.000
1012801440	grid_-38.0_144.0	-38.000	144.000
1012801460	grid_-38.0_146.0	-38.000	146.000
1012801480	grid_-38.0_148.0	-38.000	148.000
1012801500	grid_-38.0_150.0	-38.000	150.000
1012801740	grid_-38.0_174.0	-38.000	174.000
1012801760	grid_-38.0_176.0	-38.000	176.000
1012801780	grid_-38.0_178.0	-38.000	178.000
1012802860	grid_-38.0_286.0	-38.000	-74.000
1012802980	grid_-38.0_298.0	-38.000	-62.000
1012803000	grid_-38.0_300.0	-38.000	-60.000
1012803020	grid_-38.0_302.0	-38.000	-58.000
1013001440	grid_-40.0_144.0	-40.000	144.000
1013001460	grid_-40.0_146.0	-40.000	146.000
1013001480	grid_-40.0_148.0	-40.000	148.000
1013001720	grid_-40.0_172.0	-40.000	172.000
1013001740	grid_-40.0_174.0	-40.000	174.000
1013001760	grid_-40.0_176.0	-40.000	176.000
1013001780	grid_-40.0_178.0	-40.000	178.000
1013002860	grid_-40.0_286.0	-40.000	-74.000
1013002940	grid_-40.0_294.0	-40.000	-66.000
1013002960	grid_-40.0_296.0	-40.000	-64.000
1013002980	grid_-40.0_298.0	-40.000	-62.000
1013201440	grid_-42.0_144.0	-42.000	144.000
1013201460	grid_-42.0_146.0	-42.000	146.000
1013201480	grid_-42.0_148.0	-42.000	148.000
1013201720	grid_-42.0_172.0	-42.000	172.000
1013201740	grid_-42.0_174.0	-42.000	174.000
1013201760	grid_-42.0_176.0	-42.000	176.000
1013202860	grid_-42.0_286.0	-42.000	-74.000
1013202880	grid_-42.0_288.0	-42.000	-72.000
1013202940	grid_-42.0_294.0	-42.000	-66.000
1013202960	grid_-42.0_296.0	-42.000	-64.000
1013401460	grid_-44.0_146.0	-44.000	146.000
1013401480	grid_-44.0_148.0	-44.000	148.000
1013401680	grid_-44.0_168.0	-44.000	168.000
1013401700	grid_-44.0_170.0	-44.000	170.000
1013401720	grid_-44.0_172.0	-44.000	172.000
1013401740	grid_-44.0_174.0	-44.000	174.000
1013401840	grid_-44.0_184.0	-44.000	-176.000
1013402860	grid_-44.0_286.0	-44.000	-74.000
1013402880	grid_-44.0_288.0	-44.000	-72.000
1013402940	grid_-44.0_294.0	-44.000	-66.000
1013402960	grid_-44.0_296.0	-44.000	-64.000
1013601660	grid_-46.0_166.0	-46.000	166.000
1013601680	grid_-46.0_168.0	-46.000	168.000
1013601700	grid_-46.0_170.0	-46.000	170.000
1013601720	grid_-46.0_172.0	-46.000	172.000
1013602840	grid_-46.0_284.0	-46.000	-76.000
1013602860	grid_-46.0_286.0	-46.000	-74.000
1013602920	grid_-46.0_292.0	-46.000	-68.000
1013602940	grid_-46.0_294.0	-46.000	-66.000
1013801680	grid_-48.0_168.0	-48.000	168.000
1013802840	grid_-48.0_284.0	-48.000	-76.000
1013802860	grid_-48.0_286.0	-48.000	-74.000
1013802940	grid_-48.0_294.0	-48.000	-66.000
1014002840	grid_-50.0_284.0	-50.000	-76.000
1014002860	grid_-50.0_286.0	-50.000	-74.000
1014002920	grid_-50.0_292.0	-50.000	-68.000
1014202840	grid_-52.0_284.0	-52.000	-76.000
1014202860	grid_-52.0_286.0	-52.000	-74.000
1014202880	grid_-52.0_288.0	-52.000	-72.000
1014202900	grid_-52.0_290.0	-52.000	-70.000
1014202920	grid_-52.0_292.0	-52.000	-68.000
1014202980	grid_-52.0_298.0	-52.000	-62.000
1014203000	grid_-52.0_300.0	-52.000	-60.000
1014203020	grid_-52.0_302.0	-52.000	-58.000
1014402860	grid_-54.0_286.0	-54.000	-74.000
1014402880	grid_-54.0_288.0	-54.000	-72.000
1014402900	grid_-54.0_290.0	-54.000	-70.000
1014402920	grid_-54.0_292.0	-54.000	-68.000
1014402940	grid_-54.0_294.0	-54.000	-66.000
1014403220	grid_-54.0_322.0	-54.000	-38.000
1014403240	grid_-54.0_324.0	-54.000	-36.000
1014602880	grid_-56.0_288.0	-56.000	-72.000
1014602900	grid_-56.0_290.0	-56.000	-70.000
1014602920	grid_-56.0_292.0	-56.000	-68.000
1014602940	grid_-56.0_294.0	-56.000	-66.000
1015003140	grid_-60.0_314.0	-60.000	-46.000
1015203000	grid_-62.0_300.0	-62.000	-60.000
1015203020	grid_-62.0_302.0	-62.000	-58.000
1015402960	grid_-64.0_296.0	-64.000	-64.000
1015402980	grid_-64.0_298.0	-64.000	-62.000
1015403000	grid_-64.0_300.0	-64.000	-60.000
1015403020	grid_-64.0_302.0	-64.000	-58.000
1015403040	grid_-64.0_304.0	-64.000	-56.000
1015602920	grid_-66.0_292.0	-66.000	-68.000
1015602940	grid_-66.0_294.0	-66.000	-66.000
1015602960	grid_-66.0_296.0	-66.000	-64.000
1015602980	grid_-66.0_298.0	-66.000	-62.000
1015802880	grid_-68.0_288.0	-68.000	-72.000
1015802900	grid_-68.0_290.0	-68.000	-70.000
1015802920	grid_-68.0_292.0	-68.000	-68.000
1015802940	grid_-68.0_294.0	-68.000	-66.000
1015802960	grid_-68.0_296.0	-68.000	-64.000
1016002840	grid_-70.0_284.0	-70.000	-76.000
1016002860	grid_-70.0_286.0	-70.000	-74.000
1016002880	grid_-70.0_288.0	-70.000	-72.000
1016002900	grid_-70.0_290.0	-70.000	-70.000
1016002920	grid_-70.0_292.0	-70.000	-68.000
1016002940	grid_-70.0_294.0	-70.000	-66.000
1016002980	grid_-70.0_298.0	-70.000	-62.000
1016202580	grid_-72.0_258.0	-72.000	-102.000
1016202600	grid_-72.0_260.0	-72.000	-100.000
1016202620	grid_-72.0_262.0	-72.000	-98.000
1016202640	grid_-72.0_264.0	-72.000	-96.000
1016202660	grid_-72.0_266.0	-72.000	-94.000
1016202680	grid_-72.0_268.0	-72.000	-92.000
1016202700	grid_-72.0_270.0	-72.000	-90.000
1016202720	grid_-72.0_272.0	-72.000	-88.000
1016202760	grid_-72.0_276.0	-72.000	-84.000
1016202780	grid_-72.0_278.0	-72.000	-82.000
1016202820	grid_-72.0_282.0	-72.000	-78.000
1016202840	grid_-72.0_284.0	-72.000	-76.000
1016202860	grid_-72.0_286.0	-72.000	-74.000
1016202880	grid_-72.0_288.0	-72.000	-72.000
1016202900	grid_-72.0_290.0	-72.000	-70.000
1016202920	grid_-72.0_292.0	-72.000	-68.000
1016202940	grid_-72.0_294.0	-72.000	-66.000
1016202980	grid_-72.0_298.0	-72.000	-62.000
1016203000	grid_-72.0_300.0	-72.000	-60.000
1016203460	grid_-72.0_346.0	-72.000	-14.000
1016203480	grid_-72.0_348.0	-72.000	-12.000
1016402420	grid_-74.0_242.0	-74.000	-118.000
1016402440	grid_-74.0_244.0	-74.000	-116.000
1016402480	grid_-74.0_248.0	-74.000	-112.000
1016402500	grid_-74.0_250.0	-74.000	-110.000
1016402520	grid_-74.0_252.0	-74.000	-108.000
1016402560	grid_-74.0_256.0	-74.000	-104.000
1016402580	grid_-74.0_258.0	-74.000	-102.000
1016402600	grid_-74.0_260.0	-74.000	-100.000
1016402620	grid_-74.0_262.0	-74.000	-98.000
1016402640	grid_-74.0_264.0	-74.000	-96.000
1016402740	grid_-74.0_274.0	-74.000	-86.000
1016402800	grid_-74.0_280.0	-74.000	-80.000
1016402820	grid_-74.0_282.0	-74.000	-78.000
1016402860	grid_-74.0_286.0	-74.000	-74.000
1016402880	grid_-74.0_288.0	-74.000	-72.000
1016402900	grid_-74.0_290.0	-74.000	-70.000
1016402920	grid_-74.0_292.0	-74.000	-68.000
1016402980	grid_-74.0_298.0	-74.000	-62.000
1016403000	grid_-74.0_300.0	-74.000	-60.000
1016403360	grid_-74.0_336.0	-74.000	-24.000
1016403380	grid_-74.0_338.0	-74.000	-22.000
1016403400	grid_-74.0_340.0	-74.000	-20.000
1016403420	grid_-74.0_342.0	-74.000	-18.000
1016403440	grid_-74.0_344.0	-74.000	-16.000
1016602440	grid_-76.0_244.0	-76.000	-116.000
1016602460	grid_-76.0_246.0	-76.000	-114.000
1016602480	grid_-76.0_248.0	-76.000	-112.000
1016602500	grid_-76.0_250.0	-76.000	-110.000
1016602520	grid_-76.0_252.0	-76.000	-108.000
1016602540	grid_-76.0_254.0	-76.000	-106.000
1016602600	grid_-76.0_260.0	-76.000	-100.000
1016602940	grid_-76.0_294.0	-76.000	-66.000
1016602960	grid_-76.0_296.0	-76.000	-64.000
1016602980	grid_-76.0_298.0	-76.000	-62.000
1016603300	grid_-76.0_330.0	-76.000	-30.000
1016603320	grid_-76.0_332.0	-76.000	-28.000
1016603340	grid_-76.0_334.0	-76.000	-26.000
1016603360	grid_-76.0_336.0	-76.000	-24.000
1016802920	grid_-78.0_292.0	-78.000	-68.000
1016802940	grid_-78.0_294.0	-78.000	-66.000
1016802980	grid_-78.0_298.0	-78.000	-62.000
1016803000	grid_-78.0_300.0	-78.000	-60.000
1016803020	grid_-78.0_302.0	-78.000	-58.000
1016803040	grid_-78.0_304.0	-78.000	-56.000
1016803060	grid_-78.0_306.0	-78.000	-54.000
1016803080	grid_-78.0_308.0	-78.000	-52.000
1016803100	grid_-78.0_310.0	-78.000	-50.000
1016803120	grid_-78.0_312.0	-78.000	-48.000
1016803160	grid_-78.0_316.0	-78.000	-44.000
1016803180	grid_-78.0_318.0	-78.000	-42.000
1016803220	grid_-78.0_322.0	-78.000	-38.000
1016803240	grid_-78.0_324.0	-78.000	-36.000
1016803260	grid_-78.0_326.0	-78.000	-34.000
1016803280	grid_-78.0_328.0	-78.000	-32.000
